ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0000950170-24-109700	2232085	Common Stock				1012.0				I		By Sage Elizabeth Richison 2022 Irrevocable Trust	F11
0000950170-24-109700	2232086	Common Stock				1012.0				I		By Charles Banks Pedersen 2022 Irrevocable Trust	F12
0000950170-24-109700	2232087	Common Stock				253.0				I		By Ava L. Richison 2012 Irrevocable Trust	F13
0000950170-24-109700	2232088	Common Stock				253.0				I		By Ian D. Richison 2012 Irrevocable Trust	F14
0000950170-24-109700	2232089	Common Stock				56.0				I		By Abrie R. Richison 2012 Irrevocable Trust	F15
0000950170-24-109692	2233895	Common Stock				37180.0				I		By Issuer KSOP	
0001315098-24-000229	2233692	Class A Common Stock				1319500.0				I			
0001315098-24-000229	2233691	Class A Common Stock				869250.0				I		See Footnotes	F7
0001315098-24-000229	2233690	Class A Common Stock				869250.0				I		See Footnotes	F6
0001315098-24-000229	2233689	Class A Common Stock				14721.0	F4			D		See Footnotes	F5
0001628280-24-041389	2233740	Common Stock				24587.0				I		By 401(k)	F4
0001628280-24-041389	2233738	Common Stock				100000.0				I		By trust	F3
0001628280-24-041389	2233739	Common Stock				45825.0				I		By Charitable Remainder Trust	
0001214659-24-016799	2232638	Common Stock				11645.0				D			
0001214659-24-016799	2232639	13% Series D Cumulative Redeemable Perpetual Preferred Stock				116.0				D			
0001045810-24-000292	2232109	Common Stock				17251950.0				I		By the Envy Trust	F3
0001045810-24-000292	2232110	Common Stock				12920618.0				D			
0001730168-24-000105	2235160	Common Stock, $0.001 par value				107530.0				D			
0001225208-24-008861	2233160	Common Stock				889.76	F2			I		By 401k	
0001225208-24-008861	2233161	Common Stock				5334.36	F1			I		By Spouse	
0001628280-24-041380	2232043	Class A Common Stock				101272.0				D			
0001628280-24-041380	2232044	Class B Common Stock				138193.0				D			
0001628280-24-041379	2232277	Class B Common Stock				1544017.0				D			
0001628280-24-041379	2232276	Class A Common Stock				755790.0				D			
0001127602-24-024509	2234686	Common Stock				5265.0				D			
0001213900-24-082311	2232042	Common Stock, $0.00001 par value				163079.0				I		See footnote	F2
0001213900-24-082305	2234232	Common Stock				2156250.0	F1, F2			I	F2	See footnote	F2
0001493152-24-038338	2234995	Common Stock				1750000.0				D			
0001127602-24-024508	2234358	Common Stock				9000.0				D			
0001437958-24-000125	2232052	Common Stock				400.0				I		By Custodian for Child 3	
0001437958-24-000125	2232050	Common Stock				400.0				I		By Custodian for Child 1	
0001437958-24-000125	2232051	Common Stock				400.0				I		By Custodian for Child 2	
0001219199-24-000008	2232287	Common Stock				4000.0				I		Kimberly R. Powell	F9, F10
0001219199-24-000008	2232286	Common Stock				1668328.0				I		Held in TWP Holdings	
0000731766-24-000293	2232637	Common Stock				110.0				I		By Trust	
0000731766-24-000292	2232797	Common Stock				45.0				I		By Trust 2	
0000731766-24-000292	2232798	Common Stock				55.0				I		By Trust 3	
0000731766-24-000292	2232796	Common Stock				2146.0				I		By Revocable Trust	
0000731766-24-000291	2234539	Common Stock				6791.0				I		By Trust	
0000731766-24-000290	2232280	Common Stock				57500.0				I		By GRAT13	
0000731766-24-000290	2232278	Common Stock				339.29				I		By 401(k)	
0000731766-24-000290	2232279	Common Stock				60700.0				I		By GRAT12	
0000731766-24-000285	2232037	Common Stock				2000.0				I		By Trust	
0001127602-24-024506	2232946	Common Stock				33044.0				D			
0001628280-24-041365	2232026	Class A Common Stock				1870.6	F3			I		By 401(k) Plan	
0001628280-24-041363	2234827	Class A Common Stock				15.77	F3			I		By 401(k) plan	
0001127602-24-024505	2232925	Common Stock				0.0				D			
0001415889-24-023999	2232073	Common Stock				49251.0	F1			D			
0001127602-24-024503	2232117	Common Stock				2848.0				D			
0001415889-24-023997	2232122	Class A Common Stock				202455.0	F4			I		See footnote	F5
0001127602-24-024501	2232095	Common Stock				29872.0				D		IRA	
0001127602-24-024501	2232096	Common Stock				6000.0				I		Trustee, CAS and WRS GST Trust	
0001127602-24-024501	2232093	Common Stock				800.0				I		Spouse	
0001127602-24-024501	2232098	Common Stock				4000.0				I		IRA, Spouse	
0001127602-24-024501	2232099	Common Stock				500.0				I		by Self as Trustee for MRS Trust FBO Reid Sanders Jr	
0001127602-24-024501	2232100	Common Stock				500.0				I			
0001127602-24-024501	2232092	Common Stock				600.0				I		Chickasaw Partners 401(K)	
0001127602-24-024501	2232094	Common Stock				200.0				I		Spouse	
0001127602-24-024501	2232097	Common Stock				3000.0				I		Green Meadows, LLC	
0001650164-24-000308	2233369	Class A Common Stock				177500.0				I		By the Fredette Family Nominee Trust	
0001650164-24-000308	2233370	Class A Common Stock				419991.0				I		By the SHFA Family Trust	
0001650164-24-000308	2233371	Class A Common Stock				2303442.0				I		By the SHFA 2021 Nominee Trust	
0001005229-24-000275	2233086	Common Stock				9236.38	F1			D			
0001415889-24-023995	2232118	Class A Common Stock				1425473.0	F6			D			
0001415889-24-023995	2232119	Class A Common Stock				76800.0				I		See footnote	F7
0001415889-24-023995	2232120	Class A Common Stock				307200.0				I		See footnote	F8
0001127602-24-024499	2232019	Common Stock				4896.4				D			
0001415889-24-023994	2232123	Class A Common Stock				359780.0	F6			D			
0001415889-24-023994	2232125	Class A Common Stock				307200.0				I		See footnote	F8
0001415889-24-023994	2232124	Class A Common Stock				76800.0				I		See footnote	F7
0001127602-24-024496	2232076	Common Stock, Par Value $.01 Per Share				166750.0				I		Goldfarb Family Partners, LLC	
0001127602-24-024496	2232075	Common Stock, Par Value $.01 Per Share				200000.0				I		Arlene Goldfarb 2012 Delaware Trust	
0001127602-24-024496	2232079	Common Stock, Par Value $.01 Per Share				76175.0				I		The Morris And Arlene Goldfarb Family Foundation	
0001127602-24-024496	2232077	Common Stock, Par Value $.01 Per Share				200000.0				I		Morris Goldfarb 2012 Delaware Trust	
0001127602-24-024496	2232078	Common Stock, Par Value $.01 Per Share				29666.0				I		Spouse	
0001333493-24-000151	2234466	No securities beneficially owned				0.0				D			
0000884887-24-000141	2232975	Common Stock				70247.0				I			
0000884887-24-000141	2232972	Common Stock				229521.0	F2			D		See Footnotes	F3, F4
0000884887-24-000141	2232973	Common Stock				210706.0				I		See Footnotes.	F3, F5
0000884887-24-000141	2232974	Common Stock				24400.0				I		Richard Fain Family Trust	
0000950170-24-109656	2235208	Common Stock				20440.0				D		See Footnote	F3
0000950170-24-109656	2235209	Common Stock				7622.0				I		By Wife	
0000950170-24-109656	2235210	Common Stock				19600.0				I			
0001127602-24-024493	2232066	Common Stock				12933.0				D		IRA	
0001127602-24-024493	2232068	Common Stock				357.0				I			
0001127602-24-024493	2232067	Common Stock				25791.0				I		By THL Investments, LLC	
0001562088-24-000236	2232102	Class A Common Stock				1800.0				I		See footnote	F3
0001562088-24-000236	2232101	Class A Common Stock				1800.0				I		See footnote	F2
0001415889-24-023993	2232080	Common Stock				831600.0				I		Voting or Investment Control	F2
0000950170-24-109649	2232947	Common Stock				80.0				D		As co-manager of The Price Group LLC	F3
0000950170-24-109649	2232950	Common Stock				8314.0				I			
0000950170-24-109649	2232949	Common Stock				45000.0				I		As managing member of RARSD LLC	F3
0000950170-24-109649	2232948	Common Stock				150511.0				I		Family Trusts	
0001225208-24-008848	2232059	Common Stock				71353.52	F1			I		401(k)	
0001225208-24-008848	2232060	Common Stock				296100.0				I		Family Foundation	
0001225208-24-008848	2232061	Common Stock				2061.0				I		IRA	
0001225208-24-008848	2232065	Common Stock				172831.0				I		Spouse Irrevocable Trust	
0001225208-24-008848	2232063	Common Stock				31672.0				I		Sole member of LLC which is sole general partner of limited partnership A	
0001225208-24-008848	2232064	Common Stock				1153938.0				I		Spousal GRAT	
0001225208-24-008848	2232062	Common Stock				702903.0				I		Sole general partner of limited partnership B	
0000752642-24-000091	2234378	UMH Properties, Inc.				62024.3	F3			I		Account is C/F Daughter Monica	
0000752642-24-000091	2234379	UMH Properties, Inc.				18099.85	F4			I		Account is C/F Son Aaron	
0000752642-24-000091	2234380	UMH Properties, Inc.				48000.0				I		Co-Manager of EWL Grandchildren Fund LLC	
0001127602-24-024490	2233260	Common Stock				0.0				D			
0000796343-24-000210	2232921	Common Stock				267.45				D			
0001683168-24-006678	2232049	Common Stock				300000.0				I		Through 2021 Lebda Family Holdings LLC	F3
0001683168-24-006678	2232048	Common Stock				12524.0				I		Through Lebda Family Holdings II, LLC	F3
0001683168-24-006678	2232045	Common Stock				4130.0				I		By Spouse	F2
0001683168-24-006678	2232046	Common Stock				433159.0				I		Through 2022 Lebda Family Holdings, LLC	F3
0001683168-24-006678	2232047	Common Stock				1325000.0				I		Through Lebda Family Holdings, LLC	F3
0001683168-24-006676	2232112	Common Stock				1689.0				I		Through a grantor retained annuity trust	F2
0001683168-24-006676	2232113	Common Stock				1689.0				I		Through a grantor retained annuity trust	
0001683168-24-006676	2232111	Common Stock				9622.0				I		Through a revocable trust	
0001127602-24-024488	2233135	Common Stock				200.0				D			
0001104659-24-103148	2233439	Common Stock				23450.0				I			
0001104659-24-103148	2233437	Common Stock				23992.0				D		By Warren B.  Kanders Roth IRA	
0001104659-24-103148	2233438	Common Stock				1305650.0				I		By Allison  Kanders Roth IRA	F3, F4
0001104659-24-103144	2232017	Common Stock				34800.0				D		By Trust	
0001104659-24-103144	2232018	Common Stock				200000.0				I			
0001415889-24-023992	2232057	Common Stock				2695931.0				D			
0001398344-24-018210	2232074	Common Stock				7688.0				D			
0001376474-24-000545	2235005	Common Stock				331747.0				I	F1	See Footnote #1.	F1
0001398344-24-018209	2232103	Common Stock				0.0				D			
0000939057-24-000272	2232023	Common Stock, $.01 par value				6773.0	F3, F2			D			
0000752642-24-000090	2232055	UMH Properties, Inc.				424.47	F4			I		Custodial account for Son, Ethan	
0000752642-24-000090	2232054	UMH Properties, Inc.				528.39	F3			I		Custodial account for Son, Daniel	
0000752642-24-000090	2232056	UMH Properties, Inc. (Preferred D)				500.0				D			
0000945621-24-000773	2232016	Common Stock				84360.3				D			
0001628280-24-041347	2232029	Common Stock				5498.95				D			
0001050441-24-000125	2233830	Common Stock				0.0				D			
0001437749-24-030056	2230449	Common Stock				20815.0	F1			D		By IRA	
0001437749-24-030056	2230450	Common Stock				30876.0				I			
0000897101-24-000463	2234446	Common Stock				43.0				I		by Trust	
0001127602-24-024451	2232857	Class M-I Common Stock				16612.63				I		Through Lynn C. Thurber Revocable Trust dated June 12, 2020	
0000939057-24-000270	2234638	Common Stock, $.01 par value per share				13038.0				I		By KSOP	F2
0000939057-24-000269	2234086	Common Stock, $.01 par value per share				4174.0				I		By KSOP	F2
0000939057-24-000267	2231282	Common Stock, $.01 par value per share				12384.0				I		By KSOP	F2
0001062993-24-016996	2233584	Ordinary Shares				0.0				D			
0000939057-24-000263	2232460	Common Stock, $.01 par value per share				29139.0				I		By KSOP	F2
0001437749-24-030026	2230457	Common Stock				4416.0	F1			I		Horizon Kinetics Hard Assets II LLC	
0001437749-24-030026	2230458	Common Stock				7452.0	F1			I		CDK Partners LP	
0001437749-24-030026	2230460	Common Stock				180.0	F1			I		Spouse	
0001437749-24-030026	2230459	Common Stock				16647.0	F1			I		CDK Fund Ltd	
0000939057-24-000260	2231091	Common Stock, $.01 par value per share				2069.0				I		By KSOP	F2
0000939057-24-000259	2232746	Common Stock, $.01 par value per share				2108.0				I		By KSOP	F2
0001373604-24-000098	2233875	Common Stock				1020769.0				D			
0000950170-24-109477	2230440	Common Shares				2000.0				I		By IRA (Merrill-Lynch)	
0000950170-24-109477	2230441	Common Shares				1636.0	F2			I		By IRA (Vanguard)	
0001493152-24-038226	2232417	Common Stock				2113784.0				I		See Footnote	F1
0001104659-24-103002	2230451	Common Stock				3140.0				I		By the NSH 2008 Family Trust	
0000905148-24-002585	2233029	Common Stock				16630.0				D	F2		
0000950157-24-001296	2231029	Class B Common Stock				4099.0				D		Trust	F3
0000950157-24-001296	2231030	Class B Common Stock				2700.0				D			
0000950157-24-001296	2231031	Class B Common Stock				5600.0				I			
0000950157-24-001295	2234423	Class B Common Stock				4099.0				I		Spouse	
0000950157-24-001295	2234424	Class B Common Stock				5600.0				I		Trust for spouse and children	F3
0001645873-24-000143	2233009	COMMON STOCK, CLASS C				3530.0				D			
0001645873-24-000143	2233010	Series A Cumulative Redeemable Perpetual Preferred Stock				2126.0				D			
0001321655-24-000178	2231813	Class A Common Stock				65989.0				D			
0000939767-24-000132	2230762	Common Stock				999.0	F4			I		By 401(k)	
0001493152-24-038177	2233378	Common Stock				76000.0				D			
0001493152-24-038181	2231841	Common stock				893123.0				D			
0001493152-24-038178	2233072	Common Stock				81000.0				I		See footnote	F1
0001415889-24-023977	2231248	Class A common stock				42800.0				I		Doris Trust	F4
0001415889-24-023977	2231247	Class A common stock				42800.0				I		Buttonwillow Trust	F4
0001024305-24-000042	2234230	Class A common stock				12320509.0				I		By HFS Holding S.a.r.l.	
0001213900-24-081884	2231483	Common Stock				0.0				D			
0001104659-24-102885	2234088	Class A Common Stock				615485.0	F6			D			
0001493152-24-038166	2230360	Class A Common Stock				2070.0				D			
0001415889-24-023973	2234353	Class A Common Stock				2572.0				I		By IGSB Cardinal Core MX, LLC	F17
0001415889-24-023973	2234352	Class A Common Stock				9805.0				I		By IGSB Cardinal Core BV, LLC	F16
0001415889-24-023973	2234351	Class A Common Stock				44037.0				I		By Pension Trust	F15
0001415889-24-023973	2234350	Class A Common Stock				142857.0				I		By IGSB Gaucho Fund I, LLC	F14
0001415889-24-023973	2234349	Class A Common Stock				4969.0				I		By Family Trust	
0000950170-24-109406	2234629	Class A Common Stock				850000.0				I		Ernest Irrevocable 2004 Trust III	F5
0000950170-24-109406	2234633	Class B Common Stock				8000000.0				I		ECG II SPE, LLC	F10
0000950170-24-109406	2234632	Class B Common Stock				11952000.0				I		Ernest C. Garcia III Multi-Generational Trust III	F9
0000950170-24-109406	2234631	Class B Common Stock				11834021.0				I		Ernest Irrevocable 2004 Trust III	F8
0000950170-24-109406	2234630	Class A Common Stock				950000.0				I		Ernest C. Garcia III Multi-Generational Trust III	F6
0000899140-24-001039	2233570	Common Stock				4853.0				I		See footnote	F3
0000950103-24-013949	2231456	Class A Common Stock				55046.0				I		Cox-Vadakan Irrevocable Remainder Trust	F3
0000937098-24-000172	2232695	Common Stock				39346.0	F1			D			
0001474506-24-000216	2232288	Common Stock				143043.0	F2			I		By Renatus LLC	F2
0000950170-24-109395	2231728	Common Stock				253.0				I		By Ava L. Richison 2012 Irrevocable Trust	F13
0000950170-24-109395	2231727	Common Stock				1012.0				I		By Charles Banks Pedersen 2022 Irrevocable Trust	F12
0000950170-24-109395	2231726	Common Stock				1012.0				I		By Sage Elizabeth Richison 2022 Irrevocable Trust	F11
0000950170-24-109395	2231725	Common Stock				1012.0				I		By Kase Gabriel Richison 2022 Irrevocable Trust	F10
0000950170-24-109395	2231723	Common Stock				1012.0				I		By Rome West Pedersen 2023 Irrevocable Trust	F8
0000950170-24-109395	2231730	Common Stock				56.0				I		By Abrie R. Richison 2012 Irrevocable Trust	F15
0000950170-24-109395	2231731	Common Stock				12500.0				I		By Charis Michelle Richison Trust	F16
0000950170-24-109395	2231724	Common Stock				1012.0				I		By Lane West Richison 2022 Irrevocable Trust	F9
0000950170-24-109395	2231729	Common Stock				253.0				I		By Ian D. Richison 2012 Irrevocable Trust	F14
0000950170-24-109395	2231722	Common Stock				1012.0				I		By Faye Penelope Richison 2023 Irrevocable Trust	F7
0001562180-24-006952	2230751	Common Stock				14054.0	F2			I		401k Trust	
0001415889-24-023968	2232248	Common Stock				532494.0				I		by DFT L.L.C.	
0001047127-24-000195	2234297	Common Stock				1600000.0	F1, F3, F2			I		By James J. Kim 2023 GRAT dtd. 4/26/23	
0001047127-24-000195	2234306	Common Stock				0.0	F5			I			
0001047127-24-000195	2234305	Common Stock				16710668.0	F1, F3, F2			I		By 915 Investments, LP	
0001047127-24-000195	2234304	Common Stock				19484809.0	F1, F3, F2			I		By Kim Capital Partners - KPC, LLC	
0001047127-24-000195	2234303	Common Stock				2478325.0	F1, F3, F2, F4			I		By Sujochil, LP	
0001047127-24-000195	2234302	Common Stock				4418610.0	F1, F3, F2			I		By Sujoda Investments, LP	
0001047127-24-000195	2234301	Common Stock				4500000.0	F1, F3, F2			I		By trusts (excl. GRATs)	
0001047127-24-000195	2234300	Common Stock				1338097.0	F1, F3, F2			I		By own GRATs	
0001047127-24-000195	2234299	Common Stock				2298001.0	F1, F3, F2			I		By James J. Kim 2021 GRAT dtd 12/15/21	
